11:58:07 - CPU: 3.7% | Memory: 3.1% (1.6 GB)
12:11:38 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:40 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:41 - CPU: 31.2% | Memory: 3.4% (1.9 GB)
12:11:42 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:43 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:44 - CPU: 30.6% | Memory: 3.4% (1.9 GB)
12:11:45 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:46 - CPU: 31.2% | Memory: 3.4% (1.9 GB)
12:11:47 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:48 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:49 - CPU: 30.5% | Memory: 3.4% (1.9 GB)
12:11:50 - CPU: 31.4% | Memory: 3.4% (1.9 GB)
12:11:51 - CPU: 31.4% | Memory: 3.4% (1.9 GB)
12:11:52 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:53 - CPU: 31.4% | Memory: 3.4% (1.9 GB)
12:11:54 - CPU: 30.5% | Memory: 3.4% (1.9 GB)
12:11:55 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:56 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:57 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:58 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:11:59 - CPU: 31.0% | Memory: 3.4% (1.9 GB)
12:12:00 - CPU: 31.4% | Memory: 3.4% (1.9 GB)
12:12:01 - CPU: 31.2% | Memory: 3.4% (1.9 GB)
12:12:02 - CPU: 31.4% | Memory: 3.4% (1.9 GB)
12:12:03 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:12:04 - CPU: 30.7% | Memory: 3.4% (1.9 GB)
12:12:05 - CPU: 31.3% | Memory: 3.4% (1.9 GB)
12:12:06 - CPU: 31.4% | Memory: 3.4% (1.9 GB)
12:12:07 - CPU: 31.2% | Memory: 3.5% (1.9 GB)
12:12:08 - CPU: 31.4% | Memory: 3.4% (1.9 GB)
12:12:09 - CPU: 30.5% | Memory: 3.4% (1.9 GB)
12:12:10 - CPU: 31.3% | Memory: 3.5% (1.9 GB)
12:12:11 - CPU: 31.1% | Memory: 3.4% (1.8 GB)
12:12:12 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:13 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:14 - CPU: 24.3% | Memory: 3.4% (1.8 GB)
12:12:15 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:16 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:17 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:18 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:19 - CPU: 24.4% | Memory: 3.4% (1.8 GB)
12:12:20 - CPU: 24.7% | Memory: 3.4% (1.8 GB)
12:12:21 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:22 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:23 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:24 - CPU: 24.5% | Memory: 3.4% (1.8 GB)
12:12:25 - CPU: 24.5% | Memory: 3.4% (1.8 GB)
12:12:26 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:27 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:28 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:29 - CPU: 24.3% | Memory: 3.4% (1.8 GB)
12:12:30 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:31 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:32 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:33 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:34 - CPU: 24.2% | Memory: 3.4% (1.8 GB)
12:12:35 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:36 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:37 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:38 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:39 - CPU: 24.4% | Memory: 3.4% (1.8 GB)
12:12:40 - CPU: 24.8% | Memory: 3.4% (1.8 GB)
12:12:41 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:42 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:43 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:44 - CPU: 24.7% | Memory: 3.4% (1.8 GB)
12:12:45 - CPU: 24.8% | Memory: 3.4% (1.8 GB)
12:12:46 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:47 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:48 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:49 - CPU: 24.5% | Memory: 3.4% (1.8 GB)
12:12:50 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:51 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:52 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:53 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:54 - CPU: 24.9% | Memory: 3.4% (1.8 GB)
12:12:55 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:56 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:57 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:12:58 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:12:59 - CPU: 24.5% | Memory: 3.4% (1.8 GB)
12:13:00 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:01 - CPU: 24.5% | Memory: 3.4% (1.8 GB)
12:13:02 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:03 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:04 - CPU: 24.7% | Memory: 3.4% (1.8 GB)
12:13:05 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:06 - CPU: 24.8% | Memory: 3.4% (1.8 GB)
12:13:07 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:08 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:09 - CPU: 24.6% | Memory: 3.4% (1.8 GB)
12:13:10 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:11 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:12 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:13 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:14 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:16 - CPU: 25.1% | Memory: 3.3% (1.8 GB)
12:13:17 - CPU: 25.0% | Memory: 3.3% (1.8 GB)
12:13:18 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:19 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:20 - CPU: 24.6% | Memory: 3.4% (1.8 GB)
12:13:21 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:22 - CPU: 24.6% | Memory: 3.4% (1.8 GB)
12:13:23 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:24 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:25 - CPU: 24.3% | Memory: 3.4% (1.8 GB)
12:13:26 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:27 - CPU: 24.7% | Memory: 3.4% (1.8 GB)
12:13:28 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:29 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:30 - CPU: 24.7% | Memory: 3.4% (1.8 GB)
12:13:31 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:32 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:33 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:34 - CPU: 24.5% | Memory: 3.4% (1.8 GB)
12:13:35 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:36 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:37 - CPU: 25.2% | Memory: 3.4% (1.8 GB)
12:13:38 - CPU: 25.2% | Memory: 3.4% (1.8 GB)
12:13:39 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:40 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:41 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:42 - CPU: 25.1% | Memory: 3.4% (1.8 GB)
12:13:43 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:44 - CPU: 24.7% | Memory: 3.4% (1.8 GB)
12:13:45 - CPU: 25.0% | Memory: 3.4% (1.8 GB)
12:13:46 - CPU: 23.2% | Memory: 3.3% (1.8 GB)
12:13:47 - CPU: 18.9% | Memory: 3.3% (1.8 GB)
12:13:48 - CPU: 18.8% | Memory: 3.3% (1.8 GB)
12:13:49 - CPU: 18.2% | Memory: 3.3% (1.8 GB)
12:13:50 - CPU: 18.9% | Memory: 3.3% (1.8 GB)
12:13:51 - CPU: 18.8% | Memory: 3.3% (1.8 GB)
12:13:52 - CPU: 18.8% | Memory: 3.3% (1.8 GB)
12:13:53 - CPU: 16.9% | Memory: 3.2% (1.7 GB)
12:13:54 - CPU: 12.3% | Memory: 3.2% (1.7 GB)
12:13:55 - CPU: 12.5% | Memory: 3.2% (1.7 GB)
12:13:56 - CPU: 12.6% | Memory: 3.2% (1.7 GB)
12:13:57 - CPU: 12.7% | Memory: 3.2% (1.7 GB)
12:13:58 - CPU: 12.5% | Memory: 3.2% (1.7 GB)
12:13:59 - CPU: 12.6% | Memory: 3.2% (1.7 GB)
12:14:00 - CPU: 12.6% | Memory: 3.2% (1.7 GB)
12:14:01 - CPU: 12.4% | Memory: 3.2% (1.7 GB)
12:14:02 - CPU: 10.1% | Memory: 3.2% (1.6 GB)
12:14:03 - CPU: 5.9% | Memory: 3.2% (1.6 GB)
12:14:04 - CPU: 6.1% | Memory: 3.2% (1.6 GB)
12:14:05 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:14:06 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:14:07 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:14:08 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:14:09 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:14:10 - CPU: 6.3% | Memory: 3.2% (1.7 GB)
12:14:11 - CPU: 6.4% | Memory: 3.2% (1.7 GB)
12:14:12 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:14:13 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:14:14 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:14:15 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:14:16 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:14:17 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:14:18 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:14:19 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:14:20 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:14:21 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:14:22 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:14:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:24 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:14:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:14:26 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:14:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:29 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:14:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:14:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:14:34 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:14:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:14:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:39 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:14:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:41 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:14:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:14:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:14:44 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:14:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:48 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:14:49 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:14:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:14:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:53 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:14:54 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:14:55 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:14:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:14:57 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:14:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:14:59 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:00 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:03 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:05 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:09 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:15:10 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:13 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:14 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:15 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:15:16 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:19 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:24 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:27 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:28 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:31 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:15:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:36 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:37 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:45 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:46 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:47 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:49 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:50 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:15:51 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:15:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:54 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:55 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:15:56 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:15:57 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:15:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:15:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:01 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:02 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:05 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:07 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:08 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:12 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:16:13 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:15 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:16:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:18 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:20 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:16:21 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:26 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:27 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:16:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:38 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:39 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:16:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:42 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:16:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:46 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:48 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:49 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:16:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:52 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:53 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:54 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:16:55 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:16:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:16:57 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:16:58 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:16:59 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:00 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:09 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:10 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:12 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:17:13 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:14 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:17:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:17 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:20 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:17:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:25 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:17:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:31 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:32 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:34 - CPU: 5.9% | Memory: 3.1% (1.6 GB)
12:17:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:39 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:43 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:44 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:17:45 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:17:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:54 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:55 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:17:56 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:17:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:17:59 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:04 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:18:05 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:08 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:10 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:18:11 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:12 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:15 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:18:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:18:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:18:18 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:19 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:18:20 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
